date,index,count
2019-01,rjapps_pcgcrm_qa,26016736
2019-01,rjapps_practicecenter_dv,814815
2019-01,rjapps_practicecenter_pd,106926895
2019-01,rjapps_practicecenter_qa,6999466
2019-01,rjapps_producerschoicenetwork,7510679
2019-01,rjapps_productcatalog_pd,18914289
2019-01,rjapps_quilt_dv,2622134
2019-01,rjapps_quilt_pd,14321628
2019-01,rjapps_quilt_qa,4981719
2019-01,rjapps_realsumpro_dv,21739
2019-01,rjapps_realsumpro_pd,1288763
2019-01,rjapps_realsumpro_qa,640368
2019-01,rjapps_releaseautoman_pd,4355084
2019-01,rjapps_rjbankentportalcore_pd,51
2019-01,rjapps_rjbankresmort_pd,2000
2019-01,rjapps_rjcorrreconsys,1922
2019-01,rjapps_rjtcfreports_dv,2663315
2019-01,rjapps_rjtcfreports_pd,2049535
2019-01,rjapps_rjtcfreports_qa,1230175
2019-01,rjapps_rjtrustcashsweep,2016446
2019-01,rjapps_rsaaccessmgr_pd,613
2019-01,rjapps_secbasedlendingorig_pd,73
2019-01,rjapps_securityutilityplatform_pd,2723
2019-01,rjapps_service_center_pd,11571003
2019-01,rjapps_servicecenterprocess_pd,471663
2019-01,rjapps_shado_pd,389
2019-01,rjapps_simonplus_pd,11027730
2019-01,rjapps_sitecore_pd,45804832
2019-01,rjapps_sitecore_ux_dv,91017102
2019-01,rjapps_sitecore_ux_pd,1401074297
2019-01,rjapps_sitecore_ux_qa,215015275
2019-01,rjapps_siteminder_pd,7163510
2019-01,rjapps_solr_pd,1004072035
2019-01,rjapps_ssrs,1579354
2019-01,rjapps_structuredinvestments,3155
2019-01,rjapps_svccenterportal2_pd,28021216
2019-01,rjapps_svccenterportal2_qa,165692
2019-01,rjapps_tmo_dv,2668882
2019-01,rjapps_tmo_pd,510493067
2019-01,rjapps_tmo_qa,36965613
2019-01,rjapps_touchptmgmt_dv,12792
2019-01,rjapps_touchptmgmt_pd,4547688
2019-01,rjapps_touchptmgmt_qa,25726
2019-01,rjapps_trip_pd,229644
2019-01,rjapps_trustcompensation_dv,146
2019-01,rjapps_trustcompensation_pd,149
2019-01,rjapps_trustcompensation_qa,151
2019-01,rjapps_vulnerabilityrptgsvc_pd,1598770
2019-01,rjapps_wealthmgmtanalytics_pd,19784214
2019-01,rjis_box,29979737
2019-01,rjis_cisco,41557
2019-01,rjis_esx_server,171915725
2019-01,rjis_juniper,291256
2019-01,rjis_linux,71418842
2019-01,rjis_pan,5742928678
2019-01,rjis_siteminder,255762
2019-01,rjis_windnslog,345047029
2019-01,rjis_wineventlog,128392886
2019-01,rjis_winiislog,27663804
2019-01,rjl_catch_all,2689
2019-01,rjl_cisco,11577506
2019-01,rjl_citrix,12061961
2019-01,rjl_dataminder,544117
2019-01,rjl_esx_server,342996296
2019-01,rjl_ipccallrec,15134246
2019-01,rjl_juniper,2235363
2019-01,rjl_msad,958717740
2019-01,rjl_os,1026489952
2019-01,rjl_pan,3083004696
2019-01,rjl_perfmon,6837217363
2019-01,rjl_proofpoint,148967865
2019-01,rjl_proofpoint_tap,4605
2019-01,rjl_rsaace,153701
2019-01,rjl_siteminder,984148
2019-01,rjl_siteminderfss,33675621
2019-01,rjl_snowcmdb,535472
2019-01,rjl_winactiance,1723051
2019-01,rjl_winapache,806687
2019-01,rjl_wincyberarkepv,8212924
2019-01,rjl_windhcp,6646300
2019-01,rjl_windnslog,1595707
2019-01,rjl_winedms,1300356
2019-01,rjl_wineventlog,11312610804
2019-01,rjl_winhpsmh,1680
2019-01,rjl_winiislog,146132430
2019-01,rjl_winrails,7200027
2019-01,rjl_winveeam,5000639
2019-01,rjl_winvmware,33
2019-01,rsaace,5398234
2019-01,rsaaop,140895084
2019-01,rsacleartrust,240885
2019-01,sftp,1735645472
2019-01,siteminder,9305
2019-01,siteminderfss,40383294
2019-01,snow,1782257
2019-01,snow_ctc,3114
2019-01,sophos,13
2019-01,springboot,6129739
2019-01,storage,132857
2019-01,summary,288
2019-01,tandem,360375264
2019-01,threat_activity,349356
2019-01,threatstream_summary,3952696
2019-01,vault,1562255
2019-01,venafi,2487010
2019-01,windnslog,228082688
2019-01,wineventlog,18094173774
2019-01,winiislog,9372334835
2019-02,aws,1402027
2019-02,box,13861870
2019-02,catch_all,207947472
2019-02,cim_modactions,1335832
2019-02,ciphercloud,211348362
2019-02,cisco,532395274
2019-02,citrix,18915039
2019-02,clientonboarding,275657
2019-02,cognos,403598
2019-02,cylance,1437198
2019-02,ecat,7982643
2019-02,endpoint_summary,17654597
2019-02,epv,36
2019-02,esx_server,262566966
2019-02,f5,354391637
2019-02,f5_health,19625957
2019-02,forescout,41090245
2019-02,genesis,5240
2019-02,gia_summary,844
2019-02,infoblox,10696692687
2019-02,infoblox_audit,235891
2019-02,investor_access,6791880
2019-02,iseries,289464
2019-02,jamf,8710
2019-02,jboss,1937639102
2019-02,keysafe,13106171
2019-02,kubernetes,86511
2019-02,ldap,2560173
2019-02,linux,982771072
2019-02,main,3540831
2019-02,miauditlogs,8235623
2019-02,midevices,874611
2019-02,mihealth,51101346
2019-02,mijvm,752067
2019-02,misentry,31171939
2019-02,mongodb,1737269
2019-02,mqstats,15195701
2019-02,msexchange,2928956251
2019-02,mssql,4405820000
2019-02,nagios,241288
2019-02,nginx,269695645
2019-02,notable,165862
2019-02,oracle,150732553
2019-02,pan,51321030984
2019-02,perfmon,1839976792
2019-02,proofpoint,3469076340
2019-02,proofpoint_tap,87603
2019-02,qualys,1466
2019-02,risk,483121
2019-02,riverbed,97155653
2019-02,rjapps_acats_pd,7922733
2019-02,rjapps_advisorplatformadvsearch,8402404
2019-02,rjapps_advisorplatformprql_pd,46793
2019-02,rjapps_advisorplatformtransform_pd,18858735
2019-02,rjapps_aikrs_dv,207261
2019-02,rjapps_aikrs_pd,5609744
2019-02,rjapps_aikrs_qa,92806595
2019-02,rjapps_aps_dv,1720292
2019-02,rjapps_aps_pd,80744306
2019-02,rjapps_aps_qa,10995519
2019-02,rjapps_asgviewdirect,3636266
2019-02,rjapps_benchmarkutil_dv,13150
2019-02,rjapps_benchmarkutil_qa,174872
2019-02,rjapps_bluematrixresearchintegr_pd,24620
2019-02,rjapps_bonddeskcss_pd,2380047627
2019-02,rjapps_bookprocessor_pd,634940
2019-02,rjapps_bpm_pd,44073058
2019-02,rjapps_bpms_pd,17437376
2019-02,rjapps_bpms_qa,571191
2019-02,rjapps_cdsanalysis_pd,168
2019-02,rjapps_clientonboarding_dv,634919
2019-02,rjapps_clientonboarding_pd,236897649
2019-02,rjapps_clientonboarding_qa,28404509
2019-02,rjapps_clientonboardingdiag_pd,5303975
2019-02,rjapps_clientreporting_dv,8022264
2019-02,rjapps_clientreporting_pd,103357599
2019-02,rjapps_clientreporting_qa,12292780
2019-02,rjapps_clientservicemgmt_pd,574130
2019-02,rjapps_clientservicemgmt_qa,7587
2019-02,rjapps_coherence,682434
2019-02,rjapps_controlm_pd,42173
2019-02,rjapps_crimson_pd,1468518
2019-02,rjapps_crmindexer,20697611
2019-02,rjapps_devopsdeploy_pd,21031855
2019-02,rjapps_dtdcrum,21311527
2019-02,rjapps_dynatrace_pd,113395992
2019-02,rjapps_ecmreporting,1840692
2019-02,rjapps_efolio,116248399
2019-02,rjapps_entitysearch_dv,459435
2019-02,rjapps_entitysearch_pd,19421652
2019-02,rjapps_entitysearch_qa,1058351
2019-02,rjapps_esactivity_dv,6094340
2019-02,rjapps_esactivity_pd,21217851
2019-02,rjapps_esactivity_qa,24051227
2019-02,rjapps_esapps_pd,252250
2019-02,rjapps_esarrangementv2_dv,21149888
2019-02,rjapps_esarrangementv2_pd,46289599
2019-02,rjapps_esarrangementv2_qa,98335934
2019-02,rjapps_esassetclassification_dv,1987923
2019-02,rjapps_esassetv2_dv,9482678
2019-02,rjapps_esassetv2_pd,5448988
2019-02,rjapps_esassetv2_qa,4628638
2019-02,rjapps_esb_pd,48197
2019-02,rjapps_esb_qa,16220
2019-02,rjapps_escostbasis_dv,8988696
2019-02,rjapps_escostbasis_pd,3017107
2019-02,rjapps_escostbasis_qa,3296898
2019-02,rjapps_escustombenchmark_pd,28093524
2019-02,rjapps_eseligibility_pd,5115959
2019-02,rjapps_esemail_pd,37
2019-02,rjapps_esignature_pd,5934974
2019-02,rjapps_esinstrument_dv,13268352
2019-02,rjapps_esinstrument_pd,296261638
2019-02,rjapps_esinstrument_qa,87899026
2019-02,rjapps_esleanasset_dv,262358
2019-02,rjapps_esleanasset_pd,15616135
2019-02,rjapps_esleanasset_qa,11375215
2019-02,rjapps_eslinkedaccount_pd,54002
2019-02,rjapps_esparty_dv,1166482
2019-02,rjapps_esparty_pd,22428869
2019-02,rjapps_esparty_qa,4985932
2019-02,rjapps_espartyalt_dv,38387
2019-02,rjapps_esperformance_pd,493338
2019-02,rjapps_esperformancerptg_dv,2107128
2019-02,rjapps_esperformancerptg_pd,46528304
2019-02,rjapps_esperformancerptg_qa,5476171
2019-02,rjapps_espositionv1_dv,1016563
2019-02,rjapps_espositionv1_pd,3600998
2019-02,rjapps_espositionv1_qa,1974172
2019-02,rjapps_essearchcrm,1267266
2019-02,rjapps_essearchcrmmq,51070970
2019-02,rjapps_extacctagg_dv,71409
2019-02,rjapps_extacctagg_pd,116517221
2019-02,rjapps_extacctagg_qa,103282
2019-02,rjapps_faaggregatedprofiles_pd,86
2019-02,rjapps_fiimpact,499596
2019-02,rjapps_fusion_dv,88785532
2019-02,rjapps_fusion_pd,33407369
2019-02,rjapps_fusion_qa,196003124
2019-02,rjapps_gbstsyn_pd,1258289286
2019-02,rjapps_gmsgmt,65177
2019-02,rjapps_heronrpa,1376053
2019-02,rjapps_imb,3550698
2019-02,rjapps_informatica_pd,4790401
2019-02,rjapps_kofaxcapture_pd,221610
2019-02,rjapps_misysloaniq_pd,9217858
2019-02,rjapps_modelmanagement_pd,61087110
2019-02,rjapps_moneymovementjournals_pd,269027
2019-02,rjapps_odi,11537
2019-02,rjapps_odm_pd,571772
2019-02,rjapps_pcgcrm_dv,2469081
2019-02,rjapps_pcgcrm_pd,65273596
2019-02,rjapps_pcgcrm_qa,14040844
2019-02,rjapps_personmaster_pd,4
2019-02,rjapps_practicecenter_dv,611682
2019-02,rjapps_practicecenter_pd,106950880
2019-02,rjapps_practicecenter_qa,1561735
2019-02,rjapps_producerschoicenetwork,12127732
2019-02,rjapps_productcatalog_pd,20623541
2019-02,rjapps_quilt_dv,2278660
2019-02,rjapps_quilt_pd,9656565
2019-02,rjapps_quilt_qa,1381185
2019-02,rjapps_realsumpro_dv,9110
2019-02,rjapps_realsumpro_pd,1315764
2019-02,rjapps_realsumpro_qa,1365342
2019-02,rjapps_releaseautoman_pd,2548236
2019-02,rjapps_rjbankresmort_pd,2600
2019-02,rjapps_rjcorrreconsys,460
2019-02,rjapps_rjtcfreports_dv,2544717
2019-02,rjapps_rjtcfreports_pd,1810046
2019-02,rjapps_rjtcfreports_qa,1848637
2019-02,rjapps_rjtrustcashsweep,1990764
2019-02,rjapps_rsaaccessmgr_pd,1057
2019-02,rjapps_securityutilityplatform_pd,1776
2019-02,rjapps_service_center_pd,9988865
2019-02,rjapps_servicecenterprocess_pd,391242
2019-02,rjapps_shado_pd,295
2019-02,rjapps_simonplus_pd,7060203
2019-02,rjapps_sitecore_pd,66110322
2019-02,rjapps_sitecore_ux_dv,83211187
2019-02,rjapps_sitecore_ux_pd,1513231595
2019-02,rjapps_sitecore_ux_qa,158535332
2019-02,rjapps_siteminder_pd,5277166
2019-02,rjapps_solr_pd,927941855
2019-02,rjapps_ssrs,898749
2019-02,rjapps_structuredinvestments,438
2019-02,rjapps_svccenterportal2_pd,24316076
2019-02,rjapps_svccenterportal2_qa,152680
2019-02,rjapps_tmo_dv,112847
2019-02,rjapps_tmo_pd,438470456
2019-02,rjapps_tmo_qa,9584597
2019-02,rjapps_touchptmgmt_dv,19944
2019-02,rjapps_touchptmgmt_pd,4460450
2019-02,rjapps_touchptmgmt_qa,36643
2019-02,rjapps_trip_pd,137329
2019-02,rjapps_trustcompensation_dv,134
2019-02,rjapps_trustcompensation_pd,137
2019-02,rjapps_trustcompensation_qa,132
2019-02,rjapps_vulnerabilityrptgsvc_pd,1974031
2019-02,rjapps_wealthmgmtanalytics_pd,31832038
2019-02,rjis_box,8665537
2019-02,rjis_cisco,29425
2019-02,rjis_esx_server,147226280
2019-02,rjis_juniper,238733
2019-02,rjis_linux,64469159
2019-02,rjis_pan,5323883159
2019-02,rjis_siteminder,49522
2019-02,rjis_windnslog,307372841
2019-02,rjis_wineventlog,123928777
2019-02,rjis_winiislog,24889886
2019-02,rjl_cisco,11009738
2019-02,rjl_citrix,11212132
2019-02,rjl_dataminder,478614
2019-02,rjl_esx_server,312043548
2019-02,rjl_ipccallrec,6893771
2019-02,rjl_juniper,1952410
2019-02,rjl_msad,848651093
2019-02,rjl_os,959586189
2019-02,rjl_pan,2815847241
2019-02,rjl_perfmon,6158041244
2019-02,rjl_proofpoint,130441252
2019-02,rjl_proofpoint_tap,4769
2019-02,rjl_rsaace,135960
2019-02,rjl_siteminder,977900
2019-02,rjl_siteminderfss,32002075
2019-02,rjl_snowcmdb,482753
2019-02,rjl_winactiance,1465648
2019-02,rjl_winapache,791145
2019-02,rjl_wincyberarkepv,7289638
2019-02,rjl_windhcp,4808320
2019-02,rjl_windnslog,1481456
2019-02,rjl_winedms,1165579
2019-02,rjl_wineventlog,10078799338
2019-02,rjl_winhpsmh,131
2019-02,rjl_winiislog,135521685
2019-02,rjl_winrails,5291260
2019-02,rjl_winveeam,4233722
2019-02,rjl_winvmware,32
2019-02,rsaace,4996469
2019-02,rsaaop,135358363
2019-02,rsacleartrust,251429
2019-02,sftp,1508778865
2019-02,siteminder,322897
2019-02,siteminderfss,34941548
2019-02,snow,5241297
2019-02,snow_ctc,1997
2019-02,sophos,9
2019-02,springboot,92862323
2019-02,storage,274474
2019-02,summary,249
2019-02,tandem,203427213
2019-02,threat_activity,844245
2019-02,threatstream_summary,3605037
2019-02,vault,465163
2019-02,venafi,2266825
2019-02,windnslog,208048553
2019-02,wineventlog,16599087372
2019-02,winiislog,9549222514
2019-03,aws,1765090
2019-03,azure,1
2019-03,box,7422083
2019-03,catch_all,198084189
2019-03,cim_modactions,1454042
2019-03,ciphercloud,111368211
2019-03,cisco,550680985
2019-03,citrix,21689388
2019-03,clientonboarding,284305
2019-03,cognos,449622
2019-03,cylance,1477261
2019-03,dotnet,399040
2019-03,ecat,9191736
2019-03,endpoint_summary,19573923
2019-03,epv,22
2019-03,esx_server,282044097
2019-03,f5,342200740
2019-03,f5_health,6990803
2019-03,forescout,41730022
2019-03,genesis,6250
2019-03,gia_summary,701
2019-03,infoblox,19679922571
2019-03,infoblox_audit,532502
2019-03,investor_access,7117183
2019-03,iseries,37327047
2019-03,jamf,11066
2019-03,jboss,3377377985
2019-03,keysafe,8632983
2019-03,kubernetes,445065
2019-03,lastchanceindex,239038
2019-03,ldap,2704283
2019-03,linux,1434643673
2019-03,main,965621
2019-03,miauditlogs,9722863
2019-03,midevices,800636
2019-03,mihealth,63082445
2019-03,mijvm,873458
2019-03,misentry,30367659
2019-03,mongodb,2073958
2019-03,mqstats,13362
2019-03,msexchange,3931957228
2019-03,mssql,4634225344
2019-03,nagios,260926
2019-03,nginx,295824550
2019-03,notable,190229
2019-03,oracle,116263795
2019-03,pan,56784763305
2019-03,perfmon,2008967281
2019-03,proofpoint,3639256598
2019-03,proofpoint_tap,26503
2019-03,qualys,2608
2019-03,risk,513974
2019-03,riverbed,78147065
2019-03,rjapps_acats_pd,12152856
2019-03,rjapps_advisorplatformadvsearch,12752545
2019-03,rjapps_advisorplatformprql_pd,55827
2019-03,rjapps_advisorplatformtransform_pd,31055644
2019-03,rjapps_aikrs_dv,317976
2019-03,rjapps_aikrs_pd,6227337
2019-03,rjapps_aikrs_qa,92388145
2019-03,rjapps_aps_dv,1471796
2019-03,rjapps_aps_pd,96163080
2019-03,rjapps_aps_qa,15578051
2019-03,rjapps_asgviewdirect,3696428
2019-03,rjapps_benchmarkutil_dv,14291
2019-03,rjapps_benchmarkutil_qa,422948
2019-03,rjapps_bluematrixresearchintegr_pd,18739
2019-03,rjapps_bookprocessor_pd,649371
2019-03,rjapps_bpm_pd,53314274
2019-03,rjapps_bpms_pd,13529005
2019-03,rjapps_bpms_qa,1277335
2019-03,rjapps_cdsanalysis_pd,3109
2019-03,rjapps_clientonboarding_dv,1363050
2019-03,rjapps_clientonboarding_pd,241515597
2019-03,rjapps_clientonboarding_qa,34213216
2019-03,rjapps_clientonboardingdiag_pd,10734562
2019-03,rjapps_clientreporting_dv,7232224
2019-03,rjapps_clientreporting_pd,103051058
2019-03,rjapps_clientreporting_qa,9069214
2019-03,rjapps_clientservicemgmt_pd,641645
2019-03,rjapps_clientservicemgmt_qa,24758
2019-03,rjapps_coherence,760008
2019-03,rjapps_controlm_pd,55100
2019-03,rjapps_crimson_pd,2026374
2019-03,rjapps_crmindexer,24782882
2019-03,rjapps_devopsdeploy_pd,16148053
2019-03,rjapps_docrepo_qa,182297696
2019-03,rjapps_dtdcrum,52532808
2019-03,rjapps_dynatrace_pd,115155933
2019-03,rjapps_ecmreporting,1830319
2019-03,rjapps_efolio,131617279
2019-03,rjapps_entitysearch_dv,478102
2019-03,rjapps_entitysearch_pd,23663648
2019-03,rjapps_entitysearch_qa,1238985
2019-03,rjapps_esactivity_dv,6211324
2019-03,rjapps_esactivity_pd,23529770
2019-03,rjapps_esactivity_qa,24969702
2019-03,rjapps_esapps_pd,2793809
2019-03,rjapps_esarrangementv2_dv,19963442
2019-03,rjapps_esarrangementv2_pd,55604214
2019-03,rjapps_esarrangementv2_qa,100005288
2019-03,rjapps_esassetclassification_dv,2263395
2019-03,rjapps_esassetv2_dv,7976961
2019-03,rjapps_esassetv2_pd,6296434
2019-03,rjapps_esassetv2_qa,3509473
2019-03,rjapps_esb_pd,84149
2019-03,rjapps_esb_qa,2427
2019-03,rjapps_escostbasis_dv,2181470
2019-03,rjapps_escostbasis_pd,3626735
2019-03,rjapps_escostbasis_qa,3700191
2019-03,rjapps_escustombenchmark_pd,34219379
2019-03,rjapps_eseligibility_pd,4168828
2019-03,rjapps_esemail_pd,4
2019-03,rjapps_esignature_pd,7843993
2019-03,rjapps_esinstrument_dv,8832293
2019-03,rjapps_esinstrument_pd,373967754
2019-03,rjapps_esinstrument_qa,60142901
2019-03,rjapps_esleanasset_dv,282738
2019-03,rjapps_esleanasset_pd,40349454
2019-03,rjapps_esleanasset_qa,11155189
2019-03,rjapps_eslinkedaccount_pd,7740
2019-03,rjapps_esparty_dv,1322797
2019-03,rjapps_esparty_pd,24770357
2019-03,rjapps_esparty_qa,5911730
2019-03,rjapps_espartyalt_dv,69266
2019-03,rjapps_esperformance_pd,508255
2019-03,rjapps_esperformancerptg_dv,2116881
2019-03,rjapps_esperformancerptg_pd,46706764
2019-03,rjapps_esperformancerptg_qa,12111000
2019-03,rjapps_espositionv1_dv,1123344
2019-03,rjapps_espositionv1_pd,4364410
2019-03,rjapps_espositionv1_qa,2071526
2019-03,rjapps_essearch,1
2019-03,rjapps_essearchcrm,20541905
2019-03,rjapps_essearchcrmmq,47047700
2019-03,rjapps_extacctagg_dv,13408
2019-03,rjapps_extacctagg_pd,131406867
2019-03,rjapps_extacctagg_qa,175780
2019-03,rjapps_fiimpact,650637
2019-03,rjapps_fusion_dv,466258720
2019-03,rjapps_fusion_pd,28738178
2019-03,rjapps_fusion_qa,324219968
2019-03,rjapps_gbstsyn_pd,1514538414
2019-03,rjapps_gmsgmt,73988
2019-03,rjapps_heronrpa,1716871
2019-03,rjapps_imb,2459015
2019-03,rjapps_informatica_pd,3303568
2019-03,rjapps_kofaxcapture_pd,247438
2019-03,rjapps_misysloaniq_pd,10193575
2019-03,rjapps_modelmanagement_pd,99121536
2019-03,rjapps_moneymovementjournals_pd,307037
2019-03,rjapps_odi,17573
2019-03,rjapps_odm_pd,776445
2019-03,rjapps_pcgcrm_dv,1939883
2019-03,rjapps_pcgcrm_pd,62766756
2019-03,rjapps_pcgcrm_qa,16900604
2019-03,rjapps_practicecenter_dv,1160565
2019-03,rjapps_practicecenter_pd,137828070
2019-03,rjapps_practicecenter_qa,3816685
2019-03,rjapps_producerschoicenetwork,15868288
2019-03,rjapps_productcatalog_pd,35712269
2019-03,rjapps_quilt_dv,2678242
2019-03,rjapps_quilt_pd,9201721
2019-03,rjapps_quilt_qa,2615822
2019-03,rjapps_realsumpro_dv,4300
2019-03,rjapps_realsumpro_pd,1432165
2019-03,rjapps_realsumpro_qa,869587
2019-03,rjapps_releaseautoman_pd,2471667
2019-03,rjapps_rjbankresmort_pd,7842
2019-03,rjapps_rjcorrreconsys,29
2019-03,rjapps_rjtcfreports_dv,1711140
2019-03,rjapps_rjtcfreports_pd,2349368
2019-03,rjapps_rjtcfreports_qa,1221055
2019-03,rjapps_rjtrustcashsweep,2125
2019-03,rjapps_rsaaccessmgr_pd,653
2019-03,rjapps_securityutilityplatform_pd,349
2019-03,rjapps_service_center_pd,11877803
2019-03,rjapps_servicecenterprocess_pd,432960
2019-03,rjapps_shado_pd,280
2019-03,rjapps_simonplus_pd,7956108
2019-03,rjapps_sitecore_pd,80677176
2019-03,rjapps_sitecore_ux_dv,94802160
2019-03,rjapps_sitecore_ux_pd,1948808809
2019-03,rjapps_sitecore_ux_qa,190569366
2019-03,rjapps_siteminder_pd,15331261
2019-03,rjapps_solr_pd,998523805
2019-03,rjapps_ssrs,945518
2019-03,rjapps_structuredinvestments,1892
2019-03,rjapps_svccenterportal2_pd,28430922
2019-03,rjapps_svccenterportal2_qa,161466
2019-03,rjapps_tmo_dv,183333
2019-03,rjapps_tmo_pd,3211345
2019-03,rjapps_tmo_qa,381282
2019-03,rjapps_touchptmgmt_dv,45945
2019-03,rjapps_touchptmgmt_pd,5523212
2019-03,rjapps_touchptmgmt_qa,251760
2019-03,rjapps_trip_pd,145996
